Id,IsDeleted,AccountId,RecordTypeId,IsPrivate,Name,StageName,Amount,Probability,ExpectedRevenue,TotalOpportunityQuantity,CloseDate,Type,NextStep,LeadSource,IsClosed,IsWon,ForecastCategory,ForecastCategoryName,CampaignId,HasOpportunityLineItem,Pricebook2Id,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,PushCount,LastStageChangeDate,FiscalQuarter,FiscalYear,Fiscal,ContactId,LastViewedDate,LastReferencedDate,HasOpenActivity,HasOverdueTask,LastAmountChangedHistoryId,LastCloseDateChangedHistoryId,DeliveryInstallationStatus__c,TrackingNumber__c,OrderNumber__c,CurrentGenerators__c,MainCompetitors__c,Opportunity_Source__c
0068d000009MWBUAA4,false,0018d00000GgwzdAAB,0128d000001J21VAAS,false,Opportunity for Foster1871,Closed Won,1628800,100,1628800,1018,2028-06-14,New Business,,Employee Referral,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHadAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,2,2021,2021 2,,,,false,false,,,,,,,,AE
0068d000009MWG8AAO,false,0018d00000Ggx3SAAR,0128d000001J21VAAS,false,Opportunity for Terry1604,Closed Won,259500,100,259500,519,2028-06-29,New Business,,Seminar - Internal,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHamAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,2,2021,2021 2,,,,false,false,,,,,,,,Alliances
0068d000009MW77AAG,false,0018d00000Ggx0bAAB,0128d000001J21VAAS,false,Opportunity for Rice134,Closed Won,243450,100,243450,1831,2028-06-10,New Business,,Word of mouth,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHahAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,2,2021,2021 2,,,,false,false,0088d00000Ou4JHAAZ,,,,,,,AE
0068d000009MW7CAAW,false,0018d00000Ggx0XAAR,0128d000001J21VAAS,false,Opportunity for Norman145,Closed Won,800000,100,800000,2126,2028-07-03,New Business,,Seminar - Internal,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHaoAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,2,2021,2021 2,,,,false,false,0088d00000Ou4JJAAZ,,,,,,,Alliances
0068d000009MWC8AAO,false,0018d00000Ggx32AAB,0128d000001J21VAAS,false,Opportunity for Holt1880,Closed Lost,950440,0,0,2154,2028-06-03,Existing Business,,Partner,true,false,Omitted,Omitted,,true,01s8d000005Us9zAAC,0058d000004QHamAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,2,2021,2021 2,,,,false,false,0088d00000Ou4LVAAZ,,,,,,,Alliances
0068d000009MWHuAAO,false,0018d00000GgwysAAB,0128d000001J21VAAS,false,Opportunity for Fowler938,Closed Lost,720520,0,0,941,2028-06-21,New Business,,Partner,true,false,Omitted,Omitted,,true,01s8d000005Us9zAAC,0058d000004QHaYAAW,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,2,2021,2021 2,,,,false,false,0088d00000Ou4NrAAJ,,,,,,,BDR
0068d000009MWI1AAO,false,0018d00000Ggx8XAAR,0128d000001J21VAAS,false,Opportunity for Singleton1321,Closed Lost,1202450,0,0,2078,2028-06-28,New Business / Add-on,,Partner,true,false,Omitted,Omitted,,true,01s8d000005Us9zAAC,0058d000004QHajAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,2,2021,2021 2,,,,false,false,,,,,,,,AE
0068d000009MWIIAA4,false,0018d00000GgwvVAAR,0128d000001J21VAAS,false,Opportunity for Webb567,Closed Lost,65040,0,0,1626,2028-07-02,New Business / Add-on,,Employee Referral,true,false,Omitted,Omitted,,true,01s8d000005Us9zAAC,0058d000004QHaeAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,2,2021,2021 2,,,,false,false,,,,,,,,BDR
0068d000009MWGQAA4,false,0018d00000Ggwy8AAB,0128d000001J21VAAS,false,Opportunity for Duncan873,Closed Won,2400250,100,2400250,4151,2028-08-25,New Business,,Advertisement,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHapAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,3,2021,2021 3,,,,false,false,0088d00000Ou4NEAAZ,,,,,,,Marketing
0068d000009MWGTAA4,false,0018d00000GgwugAAB,0128d000001J21VAAS,false,Opportunity for McKenzie881,Closed Won,1684050,100,1684050,1359,2028-07-13,New Business,,Web,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHacAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,3,2021,2021 3,,,,false,false,0088d00000Ou4NGAAZ,,,,,,,Marketing
0068d000009MWBiAAO,false,0018d00000Ggx8sAAB,0128d000001J21VAAS,false,Opportunity for Andrews1118,Closed Won,591520,100,591520,1247,2028-10-01,New Business,,Partner,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHaaAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,3,2021,2021 3,,,,false,false,0088d00000Ou4LNAAZ,,,,,,,Marketing
0068d000009MW7RAAW,false,0018d00000Ggx3yAAB,0128d000001J21VAAS,false,Opportunity for Banks277,Closed Won,376862,100,376862,,2028-08-12,New Business / Add-on,,Word of mouth,true,true,Closed,Closed,,false,,0058d000004QHacAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,3,2021,2021 3,,,,false,false,,,,,,,,Marketing
0068d000009MWC5AAO,false,0018d00000Ggx6RAAR,0128d000001J21VAAS,false,Opportunity for Kennedy1514,Closed Won,130230,100,130230,1447,2028-07-24,New Business,,Advertisement,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHadAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,3,2021,2021 3,,,,false,false,,,,,,,,BDR
0068d000009MW7bAAG,false,0018d00000Ggx7BAAR,0128d000001J21VAAS,false,Opportunity for McCoy365,Closed Won,88200,100,88200,735,2028-08-26,New Business,,Employee Referral,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHaoAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,3,2021,2021 3,,,,false,false,,,,,,,,BDR
0068d000009MWADAA4,false,0018d00000GgwzJAAR,0128d000001J21VAAS,false,Opportunity for Bowman1081,Closed Won,218204,100,218204,,2028-08-20,New Business / Add-on,,Seminar - Internal,true,true,Closed,Closed,,false,,0058d000004QHadAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,3,2021,2021 3,,,,false,false,,,,,,,,Marketing
0068d000009MWCFAA4,false,0018d00000Ggx8vAAB,0128d000001J21VAAS,false,Opportunity for Mullins1899,Closed Won,498520,100,498520,1768,2028-08-01,New Business,,Partner,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHaZAAW,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,3,2021,2021 3,,,,false,false,0088d00000Ou4LZAAZ,,,,,,,Marketing
0068d000009MW7jAAG,false,0018d00000Ggx6qAAB,0128d000001J21VAAS,false,Opportunity for Gray19,Closed Won,690210,100,690210,2351,2028-09-01,New Business,,Public Relations,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHafAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,3,2021,2021 3,,,,false,false,0088d00000Ou4JaAAJ,,,,,,,Marketing
0068d000009MW7yAAG,false,0018d00000Ggx6qAAB,0128d000001J21VAAS,false,Opportunity for Mendoza161,Closed Won,567800,100,567800,5031,2028-08-08,Existing Business,,Advertisement,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHahAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,3,2021,2021 3,,,,false,false,0088d00000Ou4JhAAJ,,,,,,,AE
0068d000009MWCOAA4,false,0018d00000GgwxyAAB,0128d000001J21VAAS,false,Opportunity for Newton773,Closed Won,887240,100,887240,4037,2028-09-03,New Business,,Seminar - Internal,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHagAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,3,2021,2021 3,,,,false,false,0088d00000Ou4LbAAJ,,,,,,,Marketing
0068d000009MWEaAAO,false,0018d00000Ggx5xAAB,0128d000001J21VAAS,false,Opportunity for Cobb1955,Closed Won,446461,100,446461,,2028-07-21,New Business,,Web,true,true,Closed,Closed,,false,,0058d000004QHacAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,3,2021,2021 3,,,,false,false,,,,,,,,BDR
0068d000009MWGoAAO,false,0018d00000Ggx29AAB,0128d000001J21VAAS,false,Opportunity for Austin1650,Closed Won,1132600,100,1132600,809,2028-09-27,New Business / Add-on,,Partner,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHalAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,3,2021,2021 3,,,,false,false,,,,,,,,AE
0068d000009MWGyAAO,false,0018d00000Ggx5dAAB,0128d000001J21VAAS,false,Opportunity for Bryant543,Closed Won,3072000,100,3072000,1920,2028-08-17,New Business / Add-on,,Trade Show,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHanAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,3,2021,2021 3,,,,false,false,,,,,,,,AE
0068d000009MWH3AAO,false,0018d00000Ggx2OAAR,0128d000001J21VAAS,false,Opportunity for Powell899,Closed Won,1802500,100,1802500,1442,2028-08-01,New Business,,Word of mouth,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHapAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,3,2021,2021 3,,,,false,false,,,,,,,,Marketing
0068d000009MWJlAAO,false,0018d00000GgwucAAB,0128d000001J21VAAS,false,Opportunity for Ingram622,Closed Won,4841250,100,4841250,4602,2028-07-31,New Business,,Word of mouth,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHaZAAW,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,3,2021,2021 3,,,,false,false,0088d00000Ou4OlAAJ,,,,,,,AE
0068d000009MWJxAAO,false,0018d00000Ggx23AAB,0128d000001J21VAAS,false,Opportunity for Schultz1008,Closed Won,5188750,100,5188750,5730,2028-08-22,New Business / Add-on,,Trade Show,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHabAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,3,2021,2021 3,,,,false,false,0088d00000Ou4OnAAJ,,,,,,,AE
0068d000009MWK0AAO,false,0018d00000GgwwBAAR,0128d000001J21VAAS,false,Opportunity for Floyd1015,Closed Won,401291,100,401291,,2028-09-25,New Business,,Web,true,true,Closed,Closed,,false,,0058d000004QHamAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,3,2021,2021 3,,,,false,false,,,,,,,,BDR
0068d000009MWH5AAO,false,0018d00000Ggx84AAB,0128d000001J21VAAS,false,Opportunity for McCoy901,Closed Won,2132690,100,2132690,3812,2028-08-28,New Business,,Advertisement,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHadAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,3,2021,2021 3,,,,false,false,0088d00000Ou4NWAAZ,,,,,,,AE
0068d000009MWKVAA4,false,0018d00000Ggx1YAAR,0128d000001J21VAAS,false,Opportunity for James1768,Closed Won,1386250,100,1386250,1109,2028-09-10,New Business / Add-on,,Word of mouth,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHaZAAW,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,3,2021,2021 3,,,,false,false,,,,,,,,AE
0068d000009MWKwAAO,false,0018d00000Ggx4jAAB,0128d000001J21VAAS,false,Opportunity for Lopez1040,Closed Won,79550,100,79550,1591,2028-08-30,Existing Business,,Word of mouth,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHafAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,3,2021,2021 3,,,,false,false,,,,,,,,Marketing
0068d000009MWLVAA4,false,0018d00000Ggx1AAAR,0128d000001J21VAAS,false,Opportunity for Duncan681,Closed Won,63600,100,63600,318,2028-09-08,New Business,,Word of mouth,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHaeAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,3,2021,2021 3,,,,false,false,,,,,,,,BDR
0068d000009MWLWAA4,false,0018d00000Ggx7nAAB,0128d000001J21VAAS,false,Opportunity for Manning1045,Closed Won,16843,100,16843,,2028-08-07,New Business / Add-on,,Trade Show,true,true,Closed,Closed,,false,,0058d000004QHagAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,3,2021,2021 3,,,,false,false,,,,,,,,Marketing
0068d000009MWATAA4,false,0018d00000Ggx6QAAR,0128d000001J21VAAS,false,Opportunity for Clarke1831,Closed Won,359939,100,359939,,2028-08-23,New Business,,Employee Referral,true,true,Closed,Closed,,false,,0058d000004QHaqAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,3,2021,2021 3,,,,false,false,,,,,,,,Marketing
0068d000009MWHPAA4,false,0018d00000Ggx9NAAR,0128d000001J21VAAS,false,Opportunity for Baldwin1297,Closed Won,638750,100,638750,511,2028-09-01,New Business / Add-on,,Trade Show,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHadAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,3,2021,2021 3,,,,false,false,,,,,,,,AE
0068d000009MWHQAA4,false,0018d00000Ggww7AAB,0128d000001J21VAAS,false,Opportunity for Clark1301,Closed Won,116360,100,116360,2175,2028-09-21,New Business / Add-on,,Seminar - Internal,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHaeAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,3,2021,2021 3,,,,false,false,,,,,,,,BDR
0068d000009MWHRAA4,false,0018d00000GgwxEAAR,0128d000001J21VAAS,false,Opportunity for Frank1303,Closed Won,1886550,100,1886550,2670,2028-07-27,New Business,,Partner,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHadAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,3,2021,2021 3,,,,false,false,0088d00000Ou4NgAAJ,,,,,,,Marketing
0068d000009MWLAAA4,false,0018d00000Ggx1dAAB,0128d000001J21VAAS,false,Opportunity for Dawson1421,Closed Won,18900,100,18900,84,2028-09-23,New Business / Add-on,,Word of mouth,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHaeAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,3,2021,2021 3,,,,false,false,,,,,,,,BDR
0068d000009MWLJAA4,false,0018d00000Ggx55AAB,0128d000001J21VAAS,false,Opportunity for Pena1800,Closed Won,54090,100,54090,1514,2028-09-09,New Business,,Employee Referral,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHacAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,3,2021,2021 3,,,,false,false,0088d00000Ou4PMAAZ,,,,,,,AE
0068d000009MWAqAAO,false,0018d00000Ggx7dAAB,0128d000001J21VAAS,false,Opportunity for Moss732,Closed Won,461458,100,461458,,2028-09-26,Existing Business,,Trade Show,true,true,Closed,Closed,,false,,0058d000004QHamAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,3,2021,2021 3,,,,false,false,,,,,,,,Marketing
0068d000009MWLtAAO,false,0018d00000GgwyRAAR,0128d000001J21VAAS,false,Opportunity for Carlson1808,Closed Won,965700,100,965700,1836,2028-08-04,New Business,,Word of mouth,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHanAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,3,2021,2021 3,,,,false,false,0088d00000Ou4PbAAJ,,,,,,,Alliances
0068d000009MWM1AAO,false,0018d00000GgwtlAAB,0128d000001J21VAAS,false,Opportunity for Miles1826,Closed Won,5335150,100,5335150,3669,2028-09-26,Existing Business,,Employee Referral,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHafAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,3,2021,2021 3,,,,false,false,0088d00000Ou4PhAAJ,,,,,,,AE
0068d000009MW8cAAG,false,0018d00000GgwwnAAB,0128d000001J21VAAS,false,Opportunity for Phelps203,Closed Won,22520,100,22520,563,2028-09-27,New Business,,Public Relations,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHabAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,3,2021,2021 3,,,,false,false,,,,,,,,AE
0068d000009MW8qAAG,false,0018d00000Ggwx8AAB,0128d000001J21VAAS,false,Opportunity for Logan51,Closed Won,2093000,100,2093000,1495,2028-09-24,New Business / Add-on,,Trade Show,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHaaAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,3,2021,2021 3,,,,false,false,,,,,,,,BDR
0068d000009MW98AAG,false,0018d00000GgwyCAAR,0128d000001J21VAAS,false,Opportunity for Peters89,Closed Won,492390,100,492390,,2028-09-08,New Business,,Word of mouth,true,true,Closed,Closed,,false,,0058d000004QHagAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,3,2021,2021 3,,,,false,false,,,,,,,,Alliances
