Id,IsDeleted,MasterRecordId,Name,Type,ParentId,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,Phone,Fax,AccountNumber,Website,PhotoUrl,Sic,Industry,AnnualRevenue,NumberOfEmployees,Ownership,TickerSymbol,Rating,Site,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,Jigsaw,JigsawCompanyId,CleanStatus,AccountSource,DunsNumber,Tradestyle,NaicsCode,NaicsDesc,YearStarted,SicDesc,DandbCompanyId,CustomerPriority__c,SLA__c,Active__c,NumberofLocations__c,UpsellOpportunity__c,SLASerialNumber__c,SLAExpirationDate__c,Segment__c
0018d00000Ggx1sAAB,false,,Daniel58 Inc,Customer,,,,,,Belgium,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx1sAAB,64910,Manufacturing,700000000,10000,,,,,0058d000004QHajAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,,,,,Pending,Partner,,,,,,,,,,,,,,,COMM
0018d00000Ggx1tAAB,false,,Doyle59 Inc,Customer,,,,,,Japan,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx1tAAB,64992,Biotechnology,700000000,10000,,,,,0058d000004QHahAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,2029-10-02,,,,,Pending,Word of mouth,,,,,,,,,,,,,,,MM
0018d00000Ggx1uAAB,false,,Stokes60 Inc,Customer,,,,,,Spain,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx1uAAB,64999,Technology,700000000,10000,,,,,0058d000004QHaoAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,,,,,Pending,Employee Referral,,,,,,,,,,,,,,,ENT
0018d00000Ggx1vAAB,false,,Hines61 Inc,Customer,,,,,,Spain,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx1vAAB,64209,Manufacturing,700000000,10000,,,,,0058d000004QHaYAAW,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,,,,,Pending,Advertisement,,,,,,,,,,,,,,,COMM
0018d00000Ggx1wAAB,false,,Gibson62 Inc,Customer,,,,,,Normway,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx1wAAB,64301,Healthcare,700000000,10000,,,,,0058d000004QHaiAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,2029-08-27,,,,,Pending,Partner,,,,,,,,,,,,,,,MM
0018d00000Ggx1xAAB,false,,Rhodes63 Inc,Partner,,,,,,Normway,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx1xAAB,64302,Insurance,700000000,10000,,,,,0058d000004QHacAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,,,,,Pending,Advertisement,,,,,,,,,,,,,,,SMB
0018d00000Ggx1yAAB,false,,Lopez64 Inc,Customer,,,,NE,,USA,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx1yAAB,64303,Consulting,700000000,10000,,,,,0058d000004QHanAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,,,,,Pending,Employee Referral,,,,,,,,,,,,,,,COMM
0018d00000Ggx1zAAB,false,,Reed65 Inc,Customer,,,,,,Brazil,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx1zAAB,64304,Electronics,700000000,10000,,,,,0058d000004QHanAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,,,,,Pending,Web,,,,,,,,,,,,,,,ESMB
0018d00000Ggx20AAB,false,,Wells66 Inc,Customer,,,,,,India,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx20AAB,64305,Apparel,700000000,10000,,,,,0058d000004QHaZAAW,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,,,,,Pending,Employee Referral,,,,,,,,,,,,,,,GB
0018d00000Ggx21AAB,false,,Carpenter67 Inc,Customer,,,,SC,,Canada,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx21AAB,64306,Manufacturing,700000000,10000,,,,,0058d000004QHaeAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,,,,,Pending,Public Relations,,,,,,,,,,,,,,,GB
0018d00000Ggx22AAB,false,,Figueroa68 Inc,Customer,,,,,,India,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx22AAB,64910,Engineering,700000000,10000,,,,,0058d000004QHaZAAW,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,,,,,Pending,Web,,,,,,,,,,,,,,,SMB
0018d00000Ggx23AAB,false,,Sharp69 Inc,Customer,,,,MO,,USA,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx23AAB,64992,Electronics,700000000,10000,,,,,0058d000004QHafAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,,,,,Pending,Word of mouth,,,,,,,,,,,,,,,COMM
0018d00000Ggx24AAB,false,,Harper70 Inc,Partner,,,,,,Denmark,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx24AAB,64999,Education,700000000,10000,,,,,0058d000004QHaZAAW,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,,,,,Pending,Partner,,,,,,,,,,,,,,,ESMB
0018d00000Ggx25AAB,false,,Reese71 Inc,Partner,,,,,,Mexico,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx25AAB,64209,Insurance,700000000,10000,,,,,0058d000004QHaoAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,,,,,Pending,Seminar - Internal,,,,,,,,,,,,,,,SMB
0018d00000Ggx26AAB,false,,Leonard263 Inc,Customer,,,,MA,,USA,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx26AAB,64301,Insurance,700000000,10000,,,,,0058d000004QHaaAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,,,,,Pending,Partner,,,,,,,,,,,,,,,MM
0018d00000Ggx27AAB,false,,Hansen264 Inc,Customer,,,,WI,,Canada,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx27AAB,64302,Telecommunications,700000000,10000,,,,,0058d000004QHaoAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,,,,,Pending,Web,,,,,,,,,,,,,,,ESMB
0018d00000Ggx28AAB,false,,Fields265 Inc,Partner,,,,,,Mexico,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx28AAB,64303,Telecommunications,700000000,10000,,,,,0058d000004QHagAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,,,,,Pending,Employee Referral,,,,,,,,,,,,,,,ESMB
0018d00000Ggx29AAB,false,,Beck266 Inc,Partner,,,,AZ,,Canada,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx29AAB,64304,Communications,700000000,10000,,,,,0058d000004QHacAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,,,,,Pending,Public Relations,,,,,,,,,,,,,,,GB
0018d00000Ggx2AAAR,false,,Daniels267 Inc,Partner,,,,,,Hong Kong,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx2AAAR,64305,Media,700000000,10000,,,,,0058d000004QHaaAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,,,,,Pending,Web,,,,,,,,,,,,,,,SMB
0018d00000Ggx2BAAR,false,,Clarke268 Inc,Customer,,,,TX,,Canada,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx2BAAR,64306,Education,700000000,10000,,,,,0058d000004QHaaAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,2029-08-12,,,,,Pending,Advertisement,,,,,,,,,,,,,,,COMM
0018d00000Ggx2CAAR,false,,Anderson269 Inc,Customer,,,,,,Switzerland,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx2CAAR,64910,Biotechnology,700000000,10000,,,,,0058d000004QHamAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,,,,,Pending,Partner,,,,,,,,,,,,,,,MM
0018d00000Ggx2DAAR,false,,Elliott270 Inc,Partner,,,,,,Switzerland,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx2DAAR,64992,Engineering,700000000,10000,,,,,0058d000004QHafAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,,,,,Pending,Partner,,,,,,,,,,,,,,,SMB
0018d00000Ggx2EAAR,false,,Bass271 Inc,Customer,,,,,,Korea,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx2EAAR,64999,Agriculture,700000000,10000,,,,,0058d000004QHapAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,2029-07-11,,,,,Pending,Public Relations,,,,,,,,,,,,,,,MM
0018d00000Ggx2FAAR,false,,Cruz272 Inc,Customer,,,,MN,,USA,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx2FAAR,64209,Insurance,700000000,10000,,,,,0058d000004QHaeAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,,,,,Pending,Word of mouth,,,,,,,,,,,,,,,MM
0018d00000Ggx2GAAR,false,,Harper273 Inc,Partner,,,,,,Japan,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx2GAAR,64301,Manufacturing,700000000,10000,,,,,0058d000004QHaoAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,,,,,Pending,Employee Referral,,,,,,,,,,,,,,,MM
0018d00000Ggx2HAAR,false,,Adkins274 Inc,Customer,,,,ME,,USA,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx2HAAR,64302,Finance,700000000,10000,,,,,0058d000004QHahAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,,,,,Pending,Web,,,,,,,,,,,,,,,SMB
0018d00000Ggx2IAAR,false,,Lopez275 Inc,Customer,,,,,,Switzerland,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx2IAAR,64303,Engineering,700000000,10000,,,,,0058d000004QHaqAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,2029-08-31,,,,,Pending,Seminar - Internal,,,,,,,,,,,,,,,COMM
0018d00000Ggx2JAAR,false,,Hawkins276 Inc,Customer,,,,,,Switzerland,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx2JAAR,64304,Insurance,700000000,10000,,,,,0058d000004QHaiAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,2029-07-28,,,,,Pending,Seminar - Internal,,,,,,,,,,,,,,,MM
0018d00000Ggx2KAAR,false,,Dawson277 Inc,Customer,,,,,,Japan,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx2KAAR,64305,Manufacturing,700000000,10000,,,,,0058d000004QHaiAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,,,,,Pending,Word of mouth,,,,,,,,,,,,,,,ENT
0018d00000Ggx2LAAR,false,,Douglas278 Inc,Partner,,,,,,Mexico,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx2LAAR,64306,Agriculture,700000000,10000,,,,,0058d000004QHalAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,,,,,Pending,Word of mouth,,,,,,,,,,,,,,,MM
0018d00000Ggx2RAAR,false,,Tucker284 Inc,Customer,,,,,,Belgium,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx2RAAR,86900,Agriculture,700000000,10000,,,,,0058d000004QHaYAAW,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,,,,,Pending,Public Relations,,,,,,,,,,,,,,,ESMB
0018d00000Ggx2XAAR,false,,Young486 Inc,Customer,,,,OH,,USA,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx2XAAR,86900,Technology,700000000,10000,,,,,0058d000004QHanAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,2029-09-06,,,,,Pending,Advertisement,,,,,,,,,,,,,,,MM
0018d00000Ggx4uAAB,false,,Lopez524 Inc,Partner,,,,WA,,USA,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx4uAAB,58130,Media,700000000,10000,,,,,0058d000004QHacAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,,,,,Pending,Advertisement,,,,,,,,,,,,,,,MM
0018d00000Ggx54AAB,false,,Harmon693 Inc,Partner,,,,NC,,USA,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx54AAB,58130,Transportation,700000000,10000,,,,,0058d000004QHaoAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,,,,,Pending,Word of mouth,,,,,,,,,,,,,,,ENT
0018d00000Ggx1hAAB,false,,Hawkins983 Inc,Customer,,,,VA,,USA,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx1hAAB,46620,Retail,700000000,10000,,,,,0058d000004QHaZAAW,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,,,,,Pending,Public Relations,,,,,,,,,,,,,,,GB
0018d00000Ggx1iAAB,false,,McGuire984 Inc,Customer,,,,SD,,Canada,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx1iAAB,46630,Utilities,700000000,10000,,,,,0058d000004QHajAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,,,,,Pending,Word of mouth,,,,,,,,,,,,,,,GB
0018d00000Ggx1jAAB,false,,Jimenez985 Inc,Customer,,,,,,Australia,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx1jAAB,46640,Engineering,700000000,10000,,,,,0058d000004QHacAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,,,,,Pending,Web,,,,,,,,,,,,,,,ESMB
0018d00000Ggx4vAAB,false,,Evans525 Inc,Partner,,,,,,China,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx4vAAB,58190,Education,700000000,10000,,,,,0058d000004QHafAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,,,,,Pending,Partner,,,,,,,,,,,,,,,ESMB
0018d00000Ggx55AAB,false,,Carroll694 Inc,Customer,,,,ID,,USA,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx55AAB,58190,Communications,700000000,10000,,,,,0058d000004QHaaAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,,,,,Pending,Web,,,,,,,,,,,,,,,COMM
0018d00000Ggx2YAAR,false,,Underwood487 Inc,Customer,,,,IA,,USA,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx2YAAR,86101,Apparel,700000000,10000,,,,,0058d000004QHacAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,,,,,Pending,Web,,,,,,,,,,,,,,,COMM
0018d00000Ggx2eAAB,false,,Saunders493 Inc,Customer,,,,,,United Kingdom,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx2eAAB,86101,Electronics,700000000,10000,,,,,0058d000004QHafAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,,,,,Pending,Web,,,,,,,,,,,,,,,MM
0018d00000Ggx2kAAB,false,,Gardner499 Inc,Partner,,,,VA,,USA,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx2kAAB,86101,Banking,700000000,10000,,,,,0058d000004QHaaAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,,,,,Pending,Advertisement,,,,,,,,,,,,,,,GB
0018d00000Ggx2pAAB,false,,Stone504 Inc,Partner,,,,MA,,Canada,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx2pAAB,86101,Energy,700000000,10000,,,,,0058d000004QHafAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,,,,,Pending,Employee Referral,,,,,,,,,,,,,,,SMB
0018d00000Ggx2MAAR,false,,Harrison279 Inc,Partner,,,,,,Australia,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx2MAAR,86101,Retail,700000000,10000,,,,,0058d000004QHagAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,2029-08-07,,,,,Pending,Web,,,,,,,,,,,,,,,ENT
0018d00000Ggx2SAAR,false,,Miles285 Inc,Partner,,,,CT,,USA,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx2SAAR,86101,Electronics,700000000,10000,,,,,0058d000004QHahAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,,,,,Pending,Partner,,,,,,,,,,,,,,,COMM
0018d00000Ggx2ZAAR,false,,Becker488 Inc,Customer,,,,,,Singapore,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx2ZAAR,86102,Transportation,700000000,10000,,,,,0058d000004QHaZAAW,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,,,,,Pending,Word of mouth,,,,,,,,,,,,,,,MM
0018d00000Ggx2fAAB,false,,Higgins494 Inc,Customer,,,,,,Normway,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx2fAAB,86102,Media,700000000,10000,,,,,0058d000004QHaZAAW,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,,,,,Pending,Trade Show,,,,,,,,,,,,,,,MM
0018d00000Ggx2lAAB,false,,Howard500 Inc,Partner,,,,,,Korea,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx2lAAB,86102,Manufacturing,700000000,10000,,,,,0058d000004QHahAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,,,,,Pending,Public Relations,,,,,,,,,,,,,,,SMB
0018d00000Ggx2qAAB,false,,Leonard505 Inc,Customer,,,,,,Thailand,,,,,,,,,,,,,,,,/services/images/photo/0018d00000Ggx2qAAB,86102,Energy,700000000,10000,,,,,0058d000004QHabAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,,,,,Pending,Public Relations,,,,,,,,,,,,,,,COMM
